code_barre;nom;description_f;mark;type_article;price;quantite_current;unite;vat;id_family;id_supplier
MWVZVK30016 GZ;VIS A PANNEAUX;;FASTENERS;ACIER;;1025,00;pces;21,00;19;11
MWVZVK30025 GZ;VIS A PANNEAUX;;FASTENERS;ACIER;;280,00;pces;21,00;19;11
MWVZVK35016 GZ;VIS A PANNEAUX;;FASTENERS;ACIER;;486,00;pces;21,00;19;11
MWVZVK35020 GZ;VIS A PANNEAUX;;FASTENERS;ACIER;;179,00;pces;21,00;19;11
MWVZVK35025 GZ;VIS A PANNEAUX;;FASTENERS;ACIER;;241,00;pces;21,00;19;11
MWVZVK35030 GZ;VIS A PANNEAUX;;FASTENERS;ACIER;;268,00;pces;21,00;19;11
MWVZVK35040 GZ;VIS A PANNEAUX;;FASTENERS;ACIER;;546,00;pces;21,00;19;11
MWVZVK35050 GZ;VIS A PANNEAUX;;FASTENERS;ACIER;;108,00;pces;21,00;19;11
MWVZVK40016 GZ;VIS A PANNEAUX;;FASTENERS;ACIER;;226,00;pces;21,00;19;11
MWVZVK40025 GZ;VIS A PANNEAUX;;FASTENERS;ACIER;;397,00;pces;21,00;19;11
MWVZVK40035 GZ;VIS A PANNEAUX;;FASTENERS;ACIER;;667,00;pces;21,00;19;11
MWVZVK40040 GZ;VIS A PANNEAUX;;FASTENERS;ACIER;;303,00;pces;21,00;19;11
MWVZVK40045 GZ;VIS A PANNEAUX;;FASTENERS;ACIER;;340,00;pces;21,00;19;11
MWVZVK40050 GZ;VIS A PANNEAUX;;FASTENERS;ACIER;;140,00;pces;21,00;19;11
MWVZVK45020 GZ;VIS A PANNEAUX;;FASTENERS;ACIER;;225,00;pces;21,00;19;11
MWVZVK45025 GZ;VIS A PANNEAUX;;FASTENERS;ACIER;;154,00;pces;21,00;19;11
MWVZVK45030 GZ;VIS A PANNEAUX;;FASTENERS;ACIER;;297,00;pces;21,00;19;11
MWVZVK45035 GZ;VIS A PANNEAUX;;FASTENERS;ACIER;;504,00;pces;21,00;19;11
MWVZVK45040 GZ;VIS A PANNEAUX;;FASTENERS;ACIER;;343,00;pces;21,00;19;11
MWVZVK45045 GZ;VIS A PANNEAUX;;FASTENERS;ACIER;;435,00;pces;21,00;19;11
MWVZVK45050 GZ;VIS A PANNEAUX;;FASTENERS;ACIER;;55,00;pces;21,00;19;11
MWVZVK 45070 GZ;VIS A PANNEAUX;;FASTENERS;ACIER;;374,00;pces;21,00;19;11
MWVZVK45080 GZ;VIS A PANNEAUX;;FASTENERS;ACIER;;166,00;pces;21,00;19;11
MWVZVK50020 GZ;VIS A PANNEAUX;;FASTENERS;ACIER;;159,00;pces;21,00;19;11
MWVZVK50030 GZ;VIS A PANNEAUX;;FASTENERS;ACIER;;369,00;pces;21,00;19;11
MWVZVK50035 GZ;VIS A PANNEAUX;;FASTENERS;ACIER;;779,00;pces;21,00;19;11
MWVZVK50040 GZ;VIS A PANNEAUX;;FASTENERS;ACIER;;442,00;pces;21,00;19;11
MWVZVK50045 GZ;VIS A PANNEAUX;;FASTENERS;ACIER;;324,00;pces;21,00;19;11
MWVZVK50050 GZ;VIS A PANNEAUX;;FASTENERS;ACIER;;209,00;pces;21,00;19;11
MWVZVK50060 GZ;VIS A PANNEAUX;;FASTENERS;ACIER;;157,00;pces;21,00;19;11
MWVZVK50070 GZ;VIS A PANNEAUX;;FASTENERS;ACIER;;210,00;pces;21,00;19;11
MWVZVK50080 GZ;VIS A PANNEAUX;;FASTENERS;ACIER;;41,00;pces;21,00;19;11
MWVZVK500120 GZ;VIS A PANNEAUX;;FASTENERS;ACIER;;169,00;pces;21,00;19;11
MWVZVK60040 GZ;VIS A PANNEAUX;;FASTENERS;ACIER;;810,00;pces;21,00;19;11
MWVZVK60045 GZ;VIS A PANNEAUX;;FASTENERS;ACIER;;595,00;pces;21,00;19;11
MWVZVK60050 GZ;VIS A PANNEAUX;;FASTENERS;ACIER;;442,00;pces;21,00;19;11
MWVZVK60070 GZ;VIS A PANNEAUX;;FASTENERS;ACIER;;59,00;pces;21,00;19;11
MWVZVK600100 GZ;VIS A PANNEAUX;;FASTENERS;ACIER;;308,00;pces;21,00;19;11
MWVZVK600110 GZ;VIS A PANNEAUX;;FASTENERS;ACIER;;172,00;pces;21,00;19;11
MWVZVK600140 GZ;VIS A PANNEAUX;;FASTENERS;ACIER;;63,00;pces;21,00;19;11
HLD4/KWIK TOG 4;CHEVILLES;FIXATIONS LEGERE  DITE PAPILLON  24/32 MM;HILTI;PVC;;205,00;pces;21,00;19;5
HLD3/KWIK TOG 3;CHEVILLES;FIXATIONS LEGERE  DITE PAPILLON  15/23 MM;HILTI;PVC;;135,00;pces;21,00;19;5
HLD2/KWIK TOG 2;CHEVILLES;FIXATIONS LEGERE  DITE PAPILLON  4/16 MM;HILTI;PVC;;346,00;pces;21,00;19;5
SMOOPD06 N;CHEVILLES  DIM 6;A EXPANSION SANS COLLORETTE;SMART;NYLON;;1670,00;pces;21,00;19;11
SMOOPD08 N;CHEVILLES  DIM 8;A EXPANSION SANS COLLORETTE;SMART;NYLON;;989,00;pces;21,00;19;11
SMOOPD10 N;CHEVILLES DIM 10;A EXPANSION SANS COLLORETTE;SMART;NYLON;;1204,00;pces;21,00;19;11
SMOOPD12 N;CHEVILLES DIM 12;A EXPANSION SANS COLLORETTE;SMART;NYLON;;374,00;pces;21,00;19;11
;CHEVIILES DIM 14;A EXPANSION SANS COLLORETTE;FISCHER;NYLON;;110,00;pces;21,00;19;11
M10 x 18;RONDELLES Growé ;;;ACIER;;58,00;pces;21,00;19;2
M8 x 15;RONDELLES Growé;;;ACIER;;212,00;pces;21,00;19;2
M6 x 10;RONDELLES Growé;;;ACIER;;217,00;pces;21,00;19;2
M4 x8;RONDELLES Growé;;;ACIER;;169,00;pces;21,00;19;2
M6 x 12;RONDELLES;;;ACIER;;1580,00;pces;21,00;19;2
M5 x 12;RONDELLES;;;ACIER;;63,00;pces;21,00;19;2
M5 x 16;RONDELLES;;;ACIER;;30,00;pces;21,00;19;2
M5 x 10;RONDELLES;;;ACIER;;492,00;pces;21,00;19;2
M8 X 16;RONDELLES;;;ACIER;;1620,00;pces;21,00;19;2
M10 X 30;RONDELLES;;;ACIER;;222,00;pces;21,00;19;2
M10 x 20;RONDELLES;;;ACIER;;848,00;pces;21,00;19;2
M8 FIN;RONDELLES;;;ACIER;;848,00;pces;21,00;19;2
M8 X 25;RONDELLES;;;ACIER;;541,00;pces;21,00;19;2
6,0 X 25;TIREFONDS;TETE EXAGONALE ;;ACIER;;136,00;pces;21,00;19;11
6,0 X 40;TIREFONDS;TETE EXAGONALE ;;ACIER;;39,00;pces;21,00;19;11
6,0 X 80;TIREFONDS;TETE EXAGONALE ;;ACIER;;348,00;pces;21,00;19;11
8,0 X 45;TIREFONDS;TETE EXAGONALE ;;ACIER;;131,00;pces;21,00;19;11
8,0 X 60;TIREFONDS;TETE EXAGONALE ;;ACIER;;75,00;pces;21,00;19;11
8,0 X 100;TIREFONDS;TETE EXAGONALE ;;ACIER;;9,00;pces;21,00;19;11
10 X 70 ;TIREFONDS;TETE EXAGONALE ;;ACIER;;42,00;pces;21,00;19;11
10 X 100;TIREFONDS;TETE EXAGONALE ;;ACIER;;102,00;pces;21,00;19;11
6,0 X 52;CHEVILLES METALLIQUE ;A BOULON;HILTI;ACIER;;152,00;pces;21,00;19;5
6,0 X 65;CHEVILLES METALLIQUE ;A BOULON;HILTI;ACIER;;48,00;pces;21,00;19;5
8,0 X 54;CHEVILLES METALLIQUE ;A BOULON;HILTI;ACIER;;179,00;pces;21,00;19;5
8,0 X 66;CHEVILLES METALLIQUE ;A BOULON;HILTI;ACIER;;138,00;pces;21,00;19;5
8,0 X 83;CHEVILLES METALLIQUE ;A BOULON;HILTI;ACIER;;173,00;pces;21,00;19;5
10 X 92;CHEVILLES METALLIQUE ;A BOULON;HILTI;ACIER;;108,00;pces;21,00;19;5
10 X 112;CHEVILLES METALLIQUE ;A BOULON;HILTI;ACIER;;155,00;pces;21,00;19;5
10 X 72;CHEVILLES METALLIQUE ;A BOULON;FISCHER;ACIER;;324,00;pces;21,00;19;11
M 10 X 16;CHEVILLES METALLIQUE ;EXENTRIQUE;FISCHER;ACIER;;42,00;pces;21,00;19;11
10 X 132;CHEVILLES METALLIQUE ;A BOULON;FISCHER;ACIER;;46,00;pces;21,00;19;11
10 X 152;CHEVILLES METALLIQUE ;A BOULON;FISCHER;ACIER;;58,00;pces;21,00;19;11
6,0 X 19;CHEVILLE PAPILLON METAL;;HILTI;ACIER;;238,00;pces;21,00;19;5
6,0 X 32;CHEVILLE PAPILLON METAL;;HILTI;ACIER;;282,00;pces;21,00;19;5
6,0 X 45;CHEVILLE PAPILLON METAL;;HILTI;ACIER;;100,00;pces;21,00;19;5
4,0 X 19;CHEVILLE PAPILLON METAL;;HILTI;ACIER;;;pces;21,00;19;5
M7;CHEVILLE LAITON;;;LAITON;;217,00;pces;21,00;19;2
M8;CHEVILLE LAITON;;;LAITON;;14,00;pces;21,00;19;2
M10;CHEVILLE LAITON;;;LAITON;;4,00;pces;21,00;19;2
M6 X 40;VIS DOUBLE FILET;SANS CHEVILLE ;;ACIER;;0,00;pces;21,00;19;2
M6 X 60;VIS DOUBLE FILET;SANS CHEVILLE ;;ACIER;;0,00;pces;21,00;19;2
M8 x 40;VIS DOUBLE FILET;SANS CHEVILLE ;;ACIER;;113,00;pces;21,00;19;2
M8 X 100  ;VIS DOUBLE FILET;SANS CHEVILLE ;REISER;ACIER;;443,00;pces;21,00;19;2
M10 X 80 ;VIS DOUBLE FILET;SANS CHEVILLE ;REISER;ACIER;;53,00;pces;21,00;19;2
M6;CHEVILLES LAITON;;;LAITON;;102,00;pces;21,00;19;2
DBZ 6/35;CLOUX HILTI;;HILTI;ACIER;;100,00;pces;21,00;19;HILTI
DBZ 6/4,5;CLOUX HILTI;;HILTI;ACIER;;100,00;pces;21,00;19;HILTI
M 8 L100;TIGE FILLETEE;FILET;;ACIER;;126,00;pces;21,00;19;2
????;BOULON A JOINT;EXAGONALE;;ACIER;;9,00;pces;21,00;19;11
????;ECROU TETONS;;;ACIER;;105,00;pces;21,00;19;2
M 8 ;ECROU FIN;EXAGONALE;;ACIER;;380,00;pces;21,00;19;2
6,0 X 80;ECROU BONNET;EXAGONALE;;ACIER;;16,00;pces;21,00;19;2
OGGPZ35035 FOS;VIS A GYPROC;;FASTENERS;ACIER;;5000,00;pces;21,00;19;11
OGGPZ35040 FOS;VIS A GYPROC;;FASTENERS;ACIER;;0,00;pces;21,00;19;11
OGGPZ35045 FOS;VIS A GYPROC;;FASTENERS;ACIER;;0,00;pces;21,00;19;11
OOOSH50050 Z;CROCHET D ARMOIRE;;FASTENERS;ZINC;;115,00;pces;21,00;19;11
OOOSH30030 Z;CROCHET D ARMOIRE;;FASTENERS;ZINC;;229,00;pces;21,00;19;11
OOOSH40040Z;CROCHET D ARMOIRE;;FASTENERS;;;37,00;pces;21,00;19;11
SMPKKDO6040 N;CHEVILLE A CLOU;TETE FRAISEE;SMART;;;745,00;pces;21,00;19;11
SMPKKDO6060 N;CHEVILLE A CLOU;TETE FRAISEE;SMART;;;299,00;pces;21,00;19;11
SMPKKDO8080 N;CHEVILLE A CLOU;TETE FRAISEE;SMART;;;65,00;pces;21,00;19;11
SMPKKDO8120 N;CHEVILLE A CLOU;TETE FRAISEE;SMART;;;321,00;pces;21,00;19;11
;CHEVILLE A CLOU;TETE FRAISEE;FISCHER;ACIER;;170,00;pces;21,00;19;11
;CHEVILLE A CLOU;TETE FRAISEE;FISCHER;ACIER;;29,00;pces;21,00;19;11
M 8 dim 10 L 40;Vis double filet avec chevilles ;;Fischer;;;233,00;pces;21,00;19;11
M 7 dim 8 L 45;Vis double filet avec chevilles ;;Fischer;;;83,00;pces;21,00;19;11
M 6 dim 6 L 40;Vis double filet avec chevilles ;;Fischer;;;157,00;pces;21,00;19;11
M 5  L 40 ;BOULON ;TETE EXAGONALE;;ACIER;;62,00;pces;21,00;20;11
M 6  L 10;BOULON ;TETE EXAGONALE;;ACIER;;573,00;pces;21,00;20;11
M 6  L 12;BOULON ;TETE EXAGONALE;;ACIER;;295,00;pces;21,00;20;11
M 6  L 15 ;BOULON ;TETE EXAGONALE;;ACIER;;48,00;pces;21,00;20;11
M 6  L 25;BOULON ;TETE EXAGONALE;;ACIER;;340,00;pces;21,00;20;11
M 6  L 45;BOULON ;TETE EXAGONALE;;ACIER;;570,00;pces;21,00;20;11
M 6  L 60;BOULON ;TETE EXAGONALE;;ACIER;;325,00;pces;21,00;20;11
M 8 L 10;BOULON ;TETE EXAGONALE;;ACIER;;169,00;pces;21,00;20;11
M 8  L 80;BOULON ;TETE EXAGONALE;;ACIER;;268,00;pces;21,00;20;11
M 8  L 30;BOULON ;TETE EXAGONALE;;ACIER;;594,00;pces;21,00;20;11
M 8  L 50 ;BOULON ;TETE EXAGONALE;;ACIER;;770,00;pces;21,00;20;11
M 8  L 70;BOULON ;TETE EXAGONALE;;ACIER;;295,00;pces;21,00;20;11
M 10  L 30;BOULON ;TETE EXAGONALE;;ACIER;;175,00;pces;21,00;20;11
M 12  L 20;BOULON ;TETE EXAGONALE;;ACIER;;17,00;pces;21,00;20;11
M 8  L 25;BOULON ;TETE ALENE;;ACIER;;29,00;pces;21,00;20;11
M 6  L 20;BOULON ;TETE ALENE;;ACIER;;101,00;pces;21,00;20;11
M7 L 20;BOULON;TETE EXAGONALE;;ACIER;;14,00;pces;21,00;20;11
M 8  L 15;BOULON ;TETE PLATE ;;ACIER;;32,00;pces;21,00;20;11
M 6 ;ECROU;EXAGONALE;;ACIER;;475,00;pces;21,00;20;11
M  7;ECROU;EXAGONALE;;ACIER;;280,00;pces;21,00;20;11
M  8;ECROU;EXAGONALE;;ACIER;;470,00;pces;21,00;20;11
M  10;ECROU;EXAGONALE;;ACIER;;670,00;pces;21,00;20;11
M  12;ECROU;EXAGONALE;;ACIER;;119,00;pces;21,00;20;11
M  8 AUTO BLOC;ECROU;EXAGONALE;;ACIER;;280,00;pces;21,00;20;11
M  6 FLAMCO;ECROU;;FLAMCO;ACIER;;30,00;pces;21,00;20;2
M  8 FLAMCO;ECROU;;FLAMCO;ACIER;;299,00;pces;21,00;20;2
M 10 FLAMCO;ECROU;;FLAMCO;ACIER;;106,00;pces;21,00;20;2
M 6 X20 mm;ECROU allonge;EXAGONALE;;ACIER;;99,00;pces;21,00;20;2
M 7 x 25 mm;ECROU allonge;EXAGONALE;;ACIER;;117,00;pces;21,00;20;2
M 8 X 30 mm;ECROU allonge;EXAGONALE;;ACIER;;31,00;pces;21,00;20;2
M 8 X 25 mm;ECROU allonge;ROND;;ACIER;;99,00;pces;21,00;20;2
M 10 X 30 mm;ECROU allonge;EXAGONALE;;ACIER;;85,00;pces;21,00;20;2
865690;RACCORD;DROIT 2 X A SERTIR  16 X 2;COMAP;SYNTE;;45,00;pces;21,00;21;2
865680;RACCORD;DROIT 2 X A SERTIR  20 X 2;COMAP;SYNTE;;3,00;pces;21,00;21;2
865670;RACCORD;DROIT 2 X A SERTIR 26 X 2;COMAP;SYNTE;;43,00;pces;21,00;21;2
865660;RACCORD;DROIT 2 X A SERTIR 32 X 3;COMAP;SYNTE;;25,00;pces;21,00;21;2
510157;RACCORD;DROIT 2 X A SERTIR 40 X 3,5;COMAP;SYNTE;;9,00;pces;21,00;21;2
166157;RACCORD;DROIT 2 X A SERTIR 50 X 4;COMAP;SYNTE;;5,00;pces;21,00;21;2
231934;RACCORD;DROIT 2 X A SERTIR 63 X 4,5;COMAP;SYNTE;;3,00;pces;21,00;21;2
510154;RACCORD;DROIT  REDUIT 2 X A SERTIR 20 X 16;COMAP;SYNTE;;7,00;pces;21,00;21;2
510153;RACCORD;DROIT REDUIT 2 X A SERTIR 26 X 16;COMAP;SYNTE;;1,00;pces;21,00;21;2
510152;RACCORD;DROIT REDUIT 2 X A SERTIR 26 X 20;COMAP;SYNTE;;13,00;pces;21,00;21;2
510150;RACCORD;DROIT REDUIT 2 X A SERTIR 32 X 20;COMAP;SYNTE;;0,00;pces;21,00;21;2
510149;RACCORD;DROIT REDUIT 2 X A SERTIR 32 X 26;COMAP;SYNTE;;15,00;pces;21,00;21;2
510148;RACCORD;DROIT REDUIT 2 X A SERTIR 40 X 26;COMAP;SYNTE;;3,00;pces;21,00;21;2
510147;RACCORD;DROIT REDUIT 2 X A SERTIR 40 X 32;COMAP;SYNTE;;1,00;pces;21,00;21;2
232048;RACCORD;DROIT REDUIT 2 X A SERTIR 50 X 40;COMAP;SYNTE;;4,00;pces;21,00;21;2
232050;RACCORD;DROIT REDUIT 2 X A SERTIR 63 X 50 ;COMAP;SYNTE;;3,00;pces;21,00;21;2
311397;RACCORD;DROIT D INTERFACE 15-16X2;COMAP;SYNTE;;14,00;pces;21,00;21;2
311398;RACCORD;DROIT D INTERFACE 15-20X2;COMAP;SYNTE;;16,00;pces;21,00;21;2
311399;RACCORD;DROIT D INTERFACE 22-20X2;COMAP;SYNTE;;14,00;pces;21,00;21;2
311401;RACCORD;DROIT D INTERFACE 22-26X3;COMAP;SYNTE;;3,00;pces;21,00;21;2
865560;RACCORD;INTERFACE A SERTIR ECROU PRISONNIER  16X2 M22;COMAP;SYNTE;;9,00;pces;21,00;21;2
865550;RACCORD;INTERFACE A SERTIR ECROU PRISONNIER  20X2 M22;COMAP;SYNTE;;35,00;pces;21,00;21;2
523090;RACCORD;"INTERFACE EUROCONUS 16 X 2 -3/4""";COMAP;SYNTE;;7,00;pces;21,00;21;2
523080;RACCORD;"INTERFACE EUROCONUS 20 X 2 -3/4""";COMAP;SYNTE;;0,00;pces;21,00;21;2
232099;RACCORD;"INTERFACE A JOINT 16 X 2-1/2 """;COMAP;SYNTE;;0,00;pces;21,00;21;2
232120;RACCORD;"INTERFACE A JOINT 16 X 2 -3/4 """;COMAP;SYNTE;;0,00;pces;21,00;21;2
232123;RACCORD;"INTERFACE A JOINT 20 X 2-1/2""";COMAP;SYNTE;;0,00;pces;21,00;21;2
232124;RACCORD;"INTERFACE A JOINT 20 X 2-3/4 """;COMAP;SYNTE;;20,00;pces;21,00;21;2
503218;RACCORD;"INTERFACE A JOINT 26 X 3 - 3/4""";COMAP;SYNTE;;19,00;pces;21,00;21;2
335076;RACCORD;"INTERFACE A JOINT 26 X 3- 4/4""";COMAP;SYNTE;;82,00;pces;21,00;21;2
865650;RACCORD;"DROIT A SERTIR Femelle 16 X 2 -1/2""   ( F )";COMAP;SYNTE;;;pces;21,00;21;2
865640;RACCORD;"DROIT A SERTIR Femelle 20 x 2 - 1/2""";COMAP;SYNTE;;9,00;pces;21,00;21;2
125528;RACCORD;"DROIT A SERTIR Femelle 20 x 2 - 3/4""";COMAP;SYNTE;;34,00;pces;21,00;21;2
865630;RACCORD;"DROIT A SERTIR Femelle 26 x 3 - 3/4""";COMAP;SYNTE;;4,00;pces;21,00;21;2
174754;RACCORD;"DROIT A SERTIR Femelle 26 x 3 - 4/4 """;COMAP;SYNTE;;5,00;pces;21,00;21;2
865620;RACCORD;"DROIT A SERTIR Femelle 32 x 3 - 4/4""";COMAP;SYNTE;;0,00;pces;21,00;21;2
232055;RACCORD;"DROIT A SERTIR Femelle 40 x 3,5 - 5/4""";COMAP;SYNTE;;2,00;pces;21,00;21;2
232057;RACCORD;"DROIT A SERTIR Femelle 63 x 4,5 - 2""";COMAP;SYNTE;;0,00;pces;21,00;21;2
865760;RACCORD;"DROIT A SERTIR Male 16 X 2 - 1/2""";COMAP;SYNTE;;1,00;pces;21,00;21;2
865750;RACCORD;"DROIT A SERTIR Male 20 x 2 - 1/2""     (M )";COMAP;SYNTE;;6,00;pces;21,00;21;2
865740;RACCORD;"DROIT A SERTIR Male 20 x 2 - 3/4""";COMAP;SYNTE;;73,00;pces;21,00;21;2
865730;RACCORD;"DROIT A SERTIR Male 26 x 3 - 3/4""";COMAP;SYNTE;;0,00;pces;21,00;21;2
865720;RACCORD;"DROIT A SERTIR Male 26 x 3 - 4/4""";COMAP;SYNTE;;103,00;pces;21,00;21;2
865710;RACCORD;"DROIT A SERTIR Male 32 x 3 - 4/4""";COMAP;SYNTE;;0,00;pces;21,00;21;2
510120;RACCORD;"DROIT A SERTIR Male 40 x 3,5 - 5/4""";COMAP;SYNTE;;0,00;pces;21,00;21;2
232091;RACCORD;"DROIT A SERTIR Male 50 x 4 - 6/4""";COMAP;SYNTE;;0,00;pces;21,00;21;2
;RACCORD;"DROIT A SERTIR Male 63 x 4,5 - 2""";COMAP;SYNTE;;10,00;pces;21,00;21;2
865910;Té;EGAL 3 X A SERTIR  16 X 2;COMAP;SYNTE;;10,00;pces;21,00;21;2
865900;Té;EGAL 3 X A SERTIR  20 X 2;COMAP;SYNTE;;20,00;pces;21,00;21;2
865890;Té;EGAL 3 X A SERTIR  26 X 3;COMAP;SYNTE;;1,00;pces;21,00;21;2
865880;Té;EGAL 3 X A SERTIR  32 X 3;COMAP;SYNTE;;3,00;pces;21,00;21;2
510177;Té;EGAL 3 X A SERTIR  40 X 3,5;COMAP;SYNTE;;0,00;pces;21,00;21;2
172388;Té;EGAL 3 X A SERTIR  50 X 4;COMAP;SYNTE;;8,00;pces;21,00;21;2
231858;Té;EGAL 3 X A SERTIR  63 X 4,5;COMAP;SYNTE;;1,00;pces;21,00;21;2
865850;Té Reduit;REDUIT 3 X A SERTIR  16 X 20 X 16;COMAP;SYNTE;;0,00;pces;21,00;21;2
865830;Té Reduit;REDUIT 3 X A SERTIR  20 X 16 X 16;COMAP;SYNTE;;0,00;pces;21,00;21;2
865840;Té Reduit;REDUIT 3 X A SERTIR  20 X 16 X 20;COMAP;SYNTE;;4,00;pces;21,00;21;2
510190;Té Reduit;REDUIT 3 X A SERTIR  20 X 20 X 16;COMAP;SYNTE;;16,00;pces;21,00;21;2
865800;Té Reduit;REDUIT 3 X A SERTIR  20 X 26 X 20 ;COMAP;SYNTE;;0,00;pces;21,00;21;2
865820;Té Reduit;REDUIT 3 X A SERTIR  26 X 16 X 26;COMAP;SYNTE;;3,00;pces;21,00;21;2
510185;Té Reduit;REDUIT 3 X A SERTIR  26 X 16 X 20;COMAP;SYNTE;;0,00;pces;21,00;21;2
865810;Té Reduit;REDUIT 3 X A SERTIR  26 X 20 X 20;COMAP;SYNTE;;3,00;pces;21,00;21;2
865790;Té Reduit;REDUIT 3 X A SERTIR  26 X 20 X 26;COMAP;SYNTE;;0,00;pces;21,00;21;2
510186;Té Reduit;REDUIT 3 X A SERTIR  26 X 26 X 20 ;COMAP;SYNTE;;0,00;pces;21,00;21;2
865780;Té Reduit;REDUIT 3 X A SERTIR  26 X 32 X 26;COMAP;SYNTE;;1,00;pces;21,00;21;2
510183;Té Reduit;REDUIT 3 X A SERTIR  32 X 16 X 32;COMAP;SYNTE;;0,00;pces;21,00;21;2
510182;Té Reduit;REDUIT 3 X A SERTIR  32 X 20 X 32;COMAP;SYNTE;;4,00;pces;21,00;21;2
510181;Té Reduit;REDUIT 3 X A SERTIR  32 X 26 X 26;COMAP;SYNTE;;0,00;pces;21,00;21;2
510180;Té Reduit;REDUIT 3 X A SERTIR  32 X 26 X 32;COMAP;SYNTE;;2,00;pces;21,00;21;2
174752;Té Reduit;REDUIT 3 X A SERTIR  40 X 26 X 40 ;COMAP;SYNTE;;4,00;pces;21,00;21;2
174748;Té Reduit;REDUIT 3 X A SERTIR 40 X 32 X 40 ;COMAP;SYNTE;;0,00;pces;21,00;21;2
232040;Té Reduit;REDUIT 3 X A SERTIR  50 X 26 X 50;COMAP;SYNTE;;5,00;pces;21,00;21;2
232041;Té Reduit;REDUIT 3 X A SERTIR  50 X 40 X 50 ;COMAP;SYNTE;;3,00;pces;21,00;21;2
232043;Té Reduit;REDUIT 3 X A SERTIR  63 X 40 X 63;COMAP;SYNTE;;1,00;pces;21,00;21;2
;COUDE 45°;2 X A SERTIR 32 X 3 ;COMAP;SYNTE;;16,00;pces;21,00;21;2
174746;COUDE 45°;2 X A SERTIR 40 X 3,5;COMAP;SYNTE;;11,00;pces;21,00;21;2
231845;COUDE 45°;2 X A SERTIR 50 X 4;COMAP;SYNTE;;1,00;pces;21,00;21;2
;COUDE 45°;2 x A SERTIR 63 X 4,5;COMAP;SYNTE;;5,00;pces;21,00;21;2
865960;COUDE 90°;2 X A SERTIR 16 X 2;COMAP;SYNTE;;24,00;pces;21,00;21;2
865950;COUDE 90°;2 X A SERTIR 20 X 2;COMAP;SYNTE;;10,00;pces;21,00;21;2
